epoch,split,loss,roc_auc,pr_auc,acc,f1
11,val,0.31599087621348787,0.6857478748417435,0.8611818451219969,0.7131474103585658,0.8085106382978723
12,train,0.3342565956400402,0.5866626430089837,0.8022910747807243,0.6069651741293532,0.71521268925739
12,val,0.31463968617270194,0.7081750768674263,0.8751412765035661,0.49800796812749004,0.5531914893617021
13,train,0.33144211794309947,0.607904350891436,0.813566708121289,0.5860696517412936,0.6848484848484848
13,val,0.3255876326465987,0.6531922589980105,0.8485176413175437,0.3944223107569721,0.392
14,train,0.33415675139545803,0.5943565530428466,0.8140218598189044,0.5741293532338309,0.6692426584234931
14,val,0.30641319130758843,0.691625972146862,0.8705751948153073,0.6932270916334662,0.7867036011080333
15,train,0.32830079022924696,0.6370375909328833,0.8231437043536725,0.618905472636816,0.7148175725986597
15,val,0.3138192611861514,0.6797341291372762,0.8578857393874737,0.6414342629482072,0.7352941176470589
16,train,0.3296935496045582,0.6195053037505476,0.8218275169560169,0.6218905472636815,0.7230320699708455
16,val,0.3139924398693905,0.7022065472960752,0.8705093136061013,0.5099601593625498,0.5653710247349824
17,train,0.33052381526178387,0.6144739512674522,0.8252625202020283,0.5880597014925373,0.6820276497695853
17,val,0.31123439866708097,0.6994935793090975,0.8714388810199353,0.6414342629482072,0.7289156626506024
18,train,0.32811026536113586,0.6305080490957453,0.829089718504789,0.608955223880597,0.7082405345211581
18,val,0.3042804912266978,0.7071803219388678,0.8759459753801428,0.6533864541832669,0.7463556851311953
19,train,0.32706498253108257,0.6337474496063581,0.8295662151378932,0.6218905472636815,0.7168405365126677
19,val,0.2998759235993799,0.7102098028576596,0.8850282468111089,0.6852589641434262,0.7749287749287749
20,train,0.32935956341413714,0.6207711535790968,0.8294271210074943,0.582089552238806,0.6759259259259259
20,val,0.29813366781074213,0.7120636643154278,0.8751140549574985,0.6972111553784861,0.7877094972067039
21,train,0.33221187386939777,0.6112959738497857,0.8224135085338027,0.608955223880597,0.7082405345211581
21,val,0.3055260890864756,0.7082202930005426,0.8773772620665915,0.6055776892430279,0.6876971608832808
22,train,0.327960628315584,0.6298964887355388,0.8300000921477173,0.5960199004975124,0.6876923076923077
22,val,0.32136339709103345,0.6761620546210888,0.8654772539479705,0.5139442231075697,0.5821917808219178
23,train,0.3251360507746834,0.6435404270774358,0.8399927960255601,0.6169154228855721,0.7098718914845517
23,val,0.3274114433512745,0.6816784228612769,0.8675001906035917,0.4342629482071713,0.4365079365079365
24,train,0.32347847613232644,0.6551467210750643,0.833825463099955,0.6059701492537314,0.6986301369863014
24,val,0.31033567929885303,0.7124706095134745,0.8818223068028537,0.6095617529880478,0.689873417721519
25,train,0.3265116767355459,0.6445285377030968,0.8277558698605995,0.6238805970149254,0.7191679049034175
25,val,0.30907563746450434,0.71057153192259,0.8811823776940875,0.5737051792828686,0.6491803278688525
26,train,0.3255299257846614,0.6390672235693761,0.8388241736188106,0.6029850746268657,0.6961157654226962
26,val,0.29776856261658,0.7209260264062217,0.891411812977342,0.6533864541832669,0.7339449541284404
27,train,0.32682423766572677,0.6367464988837022,0.8321684723953404,0.5940298507462687,0.6899696048632219
27,val,0.31409417627104724,0.7052360282148671,0.8819728927368999,0.6733067729083665,0.7602339181286549
28,train,0.32344898431751856,0.6517257218548707,0.8412885145801652,0.6258706467661691,0.7247437774524158
28,val,0.3123108234657234,0.6971875565201664,0.8754414273503427,0.6294820717131474,0.7207207207207207
29,train,0.3235471533157339,0.6498162648350122,0.8383600918568053,0.6149253731343284,0.7052551408987052
29,val,0.3041575826496717,0.701528305299331,0.8755655478544915,0.7131474103585658,0.8085106382978723
30,train,0.32355781471847894,0.6445872902267848,0.8471785427930061,0.6139303482587065,0.7069486404833837
30,val,0.308723854234969,0.7175348164224996,0.8811028601636306,0.5856573705179283,0.6623376623376623
31,train,0.3212513803546108,0.6564072297650967,0.8519903130596312,0.6019900497512438,0.6918335901386748
31,val,0.32529475222308324,0.6712334961114125,0.8618804675819997,0.5936254980079682,0.6832298136645962
32,train,0.32235983834041293,0.6502942967322914,0.8491526607725426,0.6009950248756218,0.6955201214882308
32,val,0.3046717546375624,0.7039699764876107,0.8735859157102954,0.701195219123506,0.7910863509749304
33,train,0.32153507054445163,0.6572030594041426,0.8501073619178551,0.6298507462686567,0.7207207207207207
33,val,0.3223200971743025,0.6818140712606258,0.8749919558820813,0.5378486055776892,0.6027397260273972
34,train,0.3164044254306537,0.6773338104750409,0.8603634152245457,0.6029850746268657,0.6890101325019485
34,val,0.3128421590385209,0.6740821124977392,0.8650457572532766,0.6135458167330677,0.6996904024767802
35,train,0.32032702568158583,0.659363549934304,0.850801383163429,0.6139303482587065,0.706060606060606
35,val,0.3134959369779108,0.6635467534816423,0.8586413932149483,0.6215139442231076,0.7164179104477612
36,train,0.32045029720560236,0.6624427162894042,0.8480463933183686,0.6228855721393035,0.7139622641509434
36,val,0.30058228512446716,0.705371676614216,0.8796055828519391,0.6533864541832669,0.7418397626112759
37,train,0.3208209599725049,0.6607976456261416,0.8456144611093069,0.6129353233830845,0.7050796057619408
37,val,0.30137844294665816,0.7000813890396094,0.8792248001046601,0.6932270916334662,0.7901907356948229
38,train,0.32016658158741185,0.666021279095852,0.8485925484235739,0.6248756218905472,0.7167543200601052
38,val,0.3029551630119878,0.7043769216856575,0.8845766353052904,0.6533864541832669,0.7521367521367521
1,train,0.3782027042549641,0.5331195988815576,0.520332954824154,0.5074626865671642,0.0425531914893617
1,val,0.3338172535497354,0.6551817688551276,0.8472628383090981,0.350597609561753,0.30638297872340425
2,train,0.36574992753973057,0.5681112158938718,0.5301960724434682,0.5114427860696518,0.0
2,val,0.3535447526737988,0.6587086272381987,0.8566594620224562,0.26294820717131473,0.08866995073891626
3,train,0.3705879153007299,0.5649316946385837,0.5602759238045585,0.48955223880597015,0.007736943907156673
3,val,0.37901495961079085,0.6895460300235126,0.8747046073203785,0.23107569721115537,0.010256410256410256
1,train,0.7070905215259808,0.5556547878365428,0.5380159015311909,0.5512437810945273,0.5476429287863591
1,val,0.6040444972505608,0.6532374751311268,0.8448793592245543,0.7211155378486056,0.8167539267015707
2,train,0.685975544962717,0.5824431201312339,0.5416089013043686,0.5601990049751244,0.5452674897119342
2,val,0.5576756804350362,0.6632754566829445,0.8616167735797436,0.7330677290836654,0.825065274151436
3,train,0.6898299098014832,0.569323602592751,0.5655855731832116,0.5572139303482587,0.5987376014427412
3,val,0.6024399330891461,0.6912190269488153,0.8800855061126682,0.7131474103585658,0.8095238095238095
4,train,0.6884095414360958,0.5638154194688023,0.5487448657336924,0.536318407960199,0.530241935483871
4,val,0.6526031384905021,0.6014197865798516,0.7951301288630837,0.701195219123506,0.8
1,train,0.7059951576205036,0.5593954707834642,0.5454568447142025,0.5462686567164179,0.5412474849094567
1,val,0.9117780175816965,0.6830349068547659,0.8875917709314385,0.549800796812749,0.6169491525423729
2,train,0.6756778520138109,0.6138984205980014,0.5841134456293622,0.5830845771144278,0.5518716577540107
2,val,0.5240054288470888,0.6797793452703925,0.8691555676844657,0.7689243027888446,0.867579908675799
3,train,0.664558575461753,0.6410660232333316,0.6137055097932769,0.6238805970149254,0.6447368421052632
3,val,0.6451859998987965,0.6809549647314161,0.864784401343617,0.6693227091633466,0.7675070028011205
4,train,0.6670091074497545,0.6355401883668798,0.6055259389947667,0.6049751243781094,0.6104023552502453
4,val,0.729049373907872,0.6976397178513294,0.8833239927351271,0.5816733067729084,0.6534653465346535
5,train,0.666494185829637,0.6400525635638572,0.6119112144066534,0.6149253731343284,0.5904761904761905
5,val,0.6060841272314231,0.6722282510399711,0.8755486319912305,0.6852589641434262,0.7870619946091644
6,train,0.6480861468991237,0.6751889288486826,0.6617750191048091,0.6288557213930348,0.6273726273726273
6,val,0.6861254722473631,0.7091698317959849,0.8830446014706841,0.6374501992031872,0.7217125382262997
7,train,0.6485147045026372,0.6687614413529127,0.6494255918025508,0.6308457711442786,0.6225839267548321
7,val,0.6628782813292575,0.7005787665038886,0.8837818304970807,0.6653386454183267,0.7543859649122807
1,train,0.700385074702958,0.5728373743534501,0.5529208682842202,0.5482587064676617,0.5540275049115914
1,val,0.7893864263101403,0.6886417073611865,0.8925042581387376,0.5896414342629482,0.6666666666666666
2,train,0.6729690593273485,0.6222966708139507,0.5901661127548529,0.5970149253731343,0.5723336853220697
2,val,0.5223355033245695,0.6857930909748599,0.8802661648177337,0.7689243027888446,0.863849765258216
3,train,0.6613990464613806,0.647965894863627,0.6215509087240171,0.6109452736318408,0.630085146641438
3,val,0.5450242926400021,0.6995387954422139,0.8743875631969134,0.6972111553784861,0.7978723404255319
4,train,0.6642512137913585,0.6416870638372028,0.6077629424586087,0.6029850746268657,0.6053412462908012
4,val,0.7246125748907902,0.6933894013383977,0.87905620624885,0.5856573705179283,0.6687898089171974
5,train,0.6626553625758015,0.6491045166609849,0.6209555049206147,0.6208955223880597,0.5968253968253968
5,val,0.6190751838494107,0.688099113763791,0.8859828069503486,0.6812749003984063,0.7777777777777778
6,train,0.6456896755232739,0.6762543766536225,0.66219358444529,0.6288557213930348,0.6220871327254306
6,val,0.6796831595470231,0.7042412732863085,0.8826576158528878,0.5896414342629482,0.6666666666666666
7,train,0.6428235448415006,0.6787208666502889,0.6620257495963245,0.6487562189054726,0.6364572605561277
7,val,0.5384870378144708,0.6701030927835052,0.8575434864710246,0.7450199203187251,0.8375634517766497
8,train,0.6406989011598464,0.6852411427847259,0.6719857079198206,0.6467661691542289,0.641051567239636
8,val,0.6509730357572852,0.7461114125519985,0.9018896172801998,0.6175298804780877,0.6962025316455697
9,train,0.625949441704584,0.7060513365085151,0.6963026285355761,0.6577114427860696,0.6378947368421053
9,val,0.5412643577354362,0.7346265147404594,0.8982049347308281,0.7450199203187251,0.8315789473684211
10,train,0.6421198527018229,0.6813991065488072,0.666309729319386,0.6368159203980099,0.627170582226762
10,val,0.5236290692095737,0.7151835775004522,0.8912835073023291,0.7450199203187251,0.8415841584158416
11,train,0.6192176503625082,0.716605139742696,0.6937513524433991,0.6597014925373135,0.6686046511627907
11,val,0.7199276829383288,0.7394646409839031,0.8941473842268404,0.6294820717131474,0.7138461538461538
12,train,0.6413094058855257,0.6868727871812947,0.6642622798404771,0.6338308457711442,0.6334661354581673
12,val,0.5688629456725254,0.7540242358473503,0.9088169416124687,0.7450199203187251,0.8260869565217391
13,train,0.6045738598007467,0.7332008886270076,0.7456163531238982,0.6875621890547263,0.7206405693950177
13,val,0.5696323478958046,0.7256737203834328,0.9042776768974752,0.7091633466135459,0.8021680216802168
14,train,0.6138113678984382,0.7265764302186437,0.7272086112784855,0.6706467661691542,0.6726013847675568
14,val,0.6684588939545164,0.7348525954060409,0.9029951520917386,0.6254980079681275,0.70625
15,train,0.5981524556726958,0.7430624910828934,0.7496082159791614,0.6796019900497512,0.6805555555555556
15,val,0.5869709278839043,0.7198408392114307,0.8984031208604989,0.6613545816733067,0.746268656716418
16,train,0.5969416655711274,0.7476788769884023,0.7386335485897608,0.690547263681592,0.6880641925777332
16,val,0.6818264081658595,0.7205190812081751,0.8915966120782639,0.6334661354581673,0.7142857142857143
17,train,0.5977187661982294,0.7462262056717909,0.728637954784802,0.6855721393034826,0.6587473002159827
17,val,0.6137489102988604,0.742358473503346,0.905183291432459,0.6693227091633466,0.7507507507507507
18,train,0.5824290630681005,0.7624402937192557,0.7526307147419052,0.7213930348258707,0.7101449275362319
18,val,1.0293549897958083,0.7199312714776633,0.8970570769929218,0.4581673306772908,0.46875
19,train,0.5978057893354501,0.7436389993504333,0.74634584179723,0.6875621890547263,0.6795918367346939
19,val,0.49812511909767926,0.7550189907759087,0.9119905441496097,0.749003984063745,0.8388746803069054
20,train,0.5722503134712058,0.7708412698412698,0.7856241645198354,0.6975124378109453,0.7115749525616698
20,val,0.5924339128799172,0.7462018448182313,0.9080744313229687,0.6772908366533864,0.7582089552238805
21,train,0.5525925200525208,0.7931992580143958,0.7814056068473354,0.7253731343283583,0.7051282051282052
21,val,0.7534944452493789,0.7174443841562669,0.900171280333774,0.5936254980079682,0.6730769230769231
22,train,0.5683315476967921,0.7779846450660167,0.7628521318385311,0.7223880597014926,0.6937431394072447
22,val,0.7571860786928124,0.7156357388316152,0.8856223950200726,0.5936254980079682,0.6688311688311688
23,train,0.5411084832836739,0.804829396741803,0.8150529159798836,0.746268656716418,0.7502448579823702
23,val,0.7473968818961861,0.7264876107795262,0.8893205329426755,0.6414342629482072,0.7289156626506024
24,train,0.5485786071909008,0.7930470045935945,0.7689197981463195,0.7253731343283583,0.6905829596412556
24,val,0.9295082745324093,0.6922137818773739,0.8847796319241873,0.5059760956175299,0.5507246376811594
25,train,0.5285112773230419,0.8133752336596648,0.8112951628976472,0.7323383084577114,0.7252298263534218
25,val,0.679590178497759,0.7169470066919876,0.9034783780450552,0.649402390438247,0.7300613496932515
26,train,0.5150028995020473,0.825095238095238,0.8350928651509837,0.7601990049751244,0.7684918347742555
26,val,0.9143265117687058,0.6959215047929102,0.8908527426491635,0.5099601593625498,0.5653710247349824
27,train,0.4768488620125239,0.8551066813503727,0.8510866454182382,0.7860696517412935,0.7790339157245632
27,val,0.6497785532735734,0.728160607704829,0.9063286466547616,0.6454183266932271,0.7390029325513197
28,train,0.5214407910903295,0.8185285822929209,0.8265598289977185,0.745273631840796,0.7450199203187251
28,val,0.7239905354155012,0.7252215590522699,0.8933908543504904,0.6135458167330677,0.6881028938906752
29,train,0.49913276266028633,0.8375810936051901,0.8407774649863071,0.7592039800995025,0.7545638945233266
29,val,0.5803081872780247,0.7359377826008318,0.8947748390715196,0.7171314741035857,0.8075880758807588
30,train,0.4914742828379223,0.8401480213632546,0.8474126426708632,0.7741293532338308,0.7647668393782383
30,val,0.513264667023849,0.7433984445650208,0.9003577218449582,0.7529880478087649,0.8402061855670103
